id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_raw,m_time,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Strain,Other Variables,notes,mice900_keep
479,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,483,14,220.563676,58.94812197,894,15,239.229079,61.76868259,mean,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 3,male,white rats,None,,NA
480,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,801,22,252.515329,53.83644903,775,23,431.496825,89.97330763,mean,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 2,female,white rats,None,,NA
481,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,801,22,252.515329,53.83644903,826,19,313.72154,71.97265733,mean,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 3,female,white rats,None,,NA
482,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,521.5,14,,,780,13,,,median,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 2,male,white rats,None,,NA
483,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,521.5,14,,,919,15,,,median,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 3,male,white rats,None,,NA
484,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,820.5,22,,,904,23,,,median,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 2,female,white rats,None,,NA
485,Mccay,THE EFFECT OF RETARDED GROWTH UPON THE LENGTH OF LIFE SPAN AND UPON THE ULTIMATE BODY SIZE Â,1935,820.5,22,,,822,19,,,median,Y,days,Table2,rats,Percent Reduction,Dietary restriction,Group 3,female,white rats,None,,NA
486,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,108,9,,,151,4,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1+/+ ,male,SIRT1,SIRT1,,Y
487,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,95,8,,,130,10,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1+/- ,male,SIRT1,SIRT1,,N
488,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,62,7,,,73,5,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1-/- ,male,SIRT1,SIRT1,,N
489,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,106,7,,,157,8,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1+/- ,female,SIRT1,SIRT1,,Y
490,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,66,7,,,93,7,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1-/- ,female,SIRT1,SIRT1,,N
491,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,102,15,,,155.5,18,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1+/- ,mixed,SIRT1,SIRT1,unclear how all incorpoates female in sirt1+/+ so omitted,Y
492,"Mercken, E. M. and Hu, J. and Krzysik-Walker, S. and Wei, M. and Li, Y. and McBurney, M. W. and de Cabo, R. and Longo, V. D.",SIRT1 but not its increased expression is essential for lifespan extension in caloric-restricted mice,2014,64,14,,,83,12,,,median,N,weeks,table s1,mice,Percent Reduction,Dietary restriction,SIRT1-/- ,mixed,SIRT1,SIRT1,,N
493,merry,"serum profiles of LH, FSH, testosterone and 5 alpha-DHT from 21 to 1000 days of age in ad libitum fed and dietary restricted rats",1981,694,100,,,988,100,,,median,N,days,results par1,rats,Percent Reduction,Dietary restriction,DR,male,Sprague-Dawley (CFY strain) rats,None,1 to DR,NA
494,"Merry, B. J. and Holehan, A. M.",Onset of puberty and duration of fertility in rats fed a restricted diet,1979,704,200,,,1090,45,,,median,N,days,abstract,rats,Percent Reduction,Dietary restriction,Restricted Diet,female,CFY Sprague-Dawley rats,None,,NA
495,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Baur, J. A. and Boyd, A. R. and de Cabo, R. and Fernandez, E. and Flurkey, K. and Javors, M. A. and Nelson, J. F. and Orihuela, C. J. and Pletcher, S. and Sharp, Z. D. and Sinclair, D. and Starnes, J. W. and Wilkinson, J. E. and Nadon, N. L. and Strong, R.","Rapamycin, but not resveratrol or simvastatin, extends life span of genetically heterogeneous mice",2011,780,50,,,888,50,,,median,N,days,table 2,mice,Rapamycin,Rapamycin,UT,male,UM-HET3 mice,Genetically homogenous popluation,University of Texas (UT),N
496,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Baur, J. A. and Boyd, A. R. and de Cabo, R. and Fernandez, E. and Flurkey, K. and Javors, M. A. and Nelson, J. F. and Orihuela, C. J. and Pletcher, S. and Sharp, Z. D. and Sinclair, D. and Starnes, J. W. and Wilkinson, J. E. and Nadon, N. L. and Strong, R.","Rapamycin, but not resveratrol or simvastatin, extends life span of genetically heterogeneous mice",2011,800,50,,,841,50,,,median,N,days,table 2,mice,Rapamycin,Rapamycin,TJL,male,UM-HET3 mice,Genetically homogenous popluation,The Jackson Laboratory (TJL),N
497,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Baur, J. A. and Boyd, A. R. and de Cabo, R. and Fernandez, E. and Flurkey, K. and Javors, M. A. and Nelson, J. F. and Orihuela, C. J. and Pletcher, S. and Sharp, Z. D. and Sinclair, D. and Starnes, J. W. and Wilkinson, J. E. and Nadon, N. L. and Strong, R.","Rapamycin, but not resveratrol or simvastatin, extends life span of genetically heterogeneous mice",2011,843,50,,,1006,50,,,median,N,days,table 2,mice,Rapamycin,Rapamycin,UT,female,UM-HET3 mice,Genetically homogenous popluation,University of Texas (UT),Y
498,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Baur, J. A. and Boyd, A. R. and de Cabo, R. and Fernandez, E. and Flurkey, K. and Javors, M. A. and Nelson, J. F. and Orihuela, C. J. and Pletcher, S. and Sharp, Z. D. and Sinclair, D. and Starnes, J. W. and Wilkinson, J. E. and Nadon, N. L. and Strong, R.","Rapamycin, but not resveratrol or simvastatin, extends life span of genetically heterogeneous mice",2011,851,50,,,932,50,,,median,N,days,table 2,mice,Rapamycin,Rapamycin,UM,male,UM-HET3 mice,Genetically homogenous popluation,University of Michigan (UM),Y
499,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Baur, J. A. and Boyd, A. R. and de Cabo, R. and Fernandez, E. and Flurkey, K. and Javors, M. A. and Nelson, J. F. and Orihuela, C. J. and Pletcher, S. and Sharp, Z. D. and Sinclair, D. and Starnes, J. W. and Wilkinson, J. E. and Nadon, N. L. and Strong, R.","Rapamycin, but not resveratrol or simvastatin, extends life span of genetically heterogeneous mice",2011,889,50,,,1077,50,,,median,N,days,table 2,mice,Rapamycin,Rapamycin,TJL,female,UM-HET3 mice,Genetically homogenous popluation,The Jackson Laboratory (TJL),Y
500,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Baur, J. A. and Boyd, A. R. and de Cabo, R. and Fernandez, E. and Flurkey, K. and Javors, M. A. and Nelson, J. F. and Orihuela, C. J. and Pletcher, S. and Sharp, Z. D. and Sinclair, D. and Starnes, J. W. and Wilkinson, J. E. and Nadon, N. L. and Strong, R.","Rapamycin, but not resveratrol or simvastatin, extends life span of genetically heterogeneous mice",2011,891,50,,,1008,50,,,median,N,days,table 2,mice,Rapamycin,Rapamycin,UM,female,UM-HET3 mice,Genetically homogenous popluation,University of Michigan (UM),Y
501,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,807,300,,,834,156,,,median,N,days,table 1,mice,Rapamycin,Rapamycin,Rapamycin (4.7),male,UM-HET3 mice,Genetically homogenous popluation,pooled,N
502,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,807,300,,,909,156,,,median,N,days,table 1,mice,Rapamycin,Rapamycin,Rapaymcin (14),male,UM-HET3 mice,Genetically homogenous popluation,pooled,N
503,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,807,300,,,992,156,,,median,N,days,table 1,mice,Rapamycin,Rapamycin,Rapamycin (42),male,UM-HET3 mice,Genetically homogenous popluation,pooled,Y
504,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,896,280,,,1043,136,,,median,N,days,table 1,mice,Rapamycin,Rapamycin,Rapamycin (4.7),female,UM-HET3 mice,Genetically homogenous popluation,pooled,Y
505,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,896,280,,,1086,136,,,median,N,days,table 1,mice,Rapamycin,Rapamycin,Rapaymcin (14),female,UM-HET3 mice,Genetically homogenous popluation,pooled,Y
506,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,896,280,,,1132,136,,,median,N,days,table 1,mice,Rapamycin,Rapamycin,Rapamycin (42),female,UM-HET3 mice,Genetically homogenous popluation,pooled,Y
507,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,807,102,,,757,54,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (4.7),male,UM-HET3 mice,Genetically homogenous popluation,TJL,N
508,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,807,102,,,728,54,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapaymcin (14),male,UM-HET3 mice,Genetically homogenous popluation,TJL,N
509,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,807,102,,,864,54,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (42),male,UM-HET3 mice,Genetically homogenous popluation,TJL,N
510,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,925,99,,,1077,51,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (4.7),male,UM-HET3 mice,Genetically homogenous popluation,UM,Y
511,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,925,99,,,974,51,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapaymcin (14),male,UM-HET3 mice,Genetically homogenous popluation,UM,Y
512,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,925,99,,,1019,51,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (42),male,UM-HET3 mice,Genetically homogenous popluation,UM,Y
513,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,704,99,,,677,51,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (4.7),male,UM-HET3 mice,Genetically homogenous popluation,UT,N
514,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,704,99,,,855,51,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapaymcin (14),male,UM-HET3 mice,Genetically homogenous popluation,UT,N
515,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,704,99,,,920,51,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (42),male,UM-HET3 mice,Genetically homogenous popluation,UT,N
516,"Miller, R. A. and Harrison, D. E. and Astle, C. M. and Fernandez, E. and Flurkey, K. and Han, M. and Javors, M. A. and Li, X. and Nadon, N. L. and Nelson, J. F. and Pletcher, S. and Salmon, A. B. and Sharp, Z. D. and Van Roekel, S. and Winkleman, L. and Strong, R.",Rapamycin-mediated lifespan increase in mice is dose and sex dependent and metabolically distinct from dietary restriction,2014,918,96,,,1058,48,,,median,N,days,ST1,mice,Rapamycin,Rapamycin,Rapamycin (4.7),female,UM-HET3 mice,Genetically homogenous popluation,TJL,Y
